"","date","country","Sales"
"5413",2019-06-22,"Belgium",251
"5414",2019-06-22,"France",227
"5415",2019-06-22,"Germany",255
"5416",2019-06-22,"Italy",180
"5417",2019-06-22,"Poland",90
"5418",2019-06-22,"Spain",168
"5419",2019-06-23,"Belgium",265
"5420",2019-06-23,"France",224
"5421",2019-06-23,"Germany",270
"5422",2019-06-23,"Italy",186
"5423",2019-06-23,"Poland",94
"5424",2019-06-23,"Spain",161
"5425",2019-06-24,"Belgium",218
"5426",2019-06-24,"France",190
"5427",2019-06-24,"Germany",218
"5428",2019-06-24,"Italy",158
"5429",2019-06-24,"Poland",82
"5430",2019-06-24,"Spain",139
"5431",2019-06-25,"Belgium",208
"5432",2019-06-25,"France",192
"5433",2019-06-25,"Germany",221
"5434",2019-06-25,"Italy",159
"5435",2019-06-25,"Poland",82
"5436",2019-06-25,"Spain",141
"5437",2019-06-26,"Belgium",218
"5438",2019-06-26,"France",193
"5439",2019-06-26,"Germany",223
"5440",2019-06-26,"Italy",153
"5441",2019-06-26,"Poland",82
"5442",2019-06-26,"Spain",140
"5443",2019-06-27,"Belgium",218
"5444",2019-06-27,"France",192
"5445",2019-06-27,"Germany",212
"5446",2019-06-27,"Italy",156
"5447",2019-06-27,"Poland",74
"5448",2019-06-27,"Spain",138
"5449",2019-06-28,"Belgium",228
"5450",2019-06-28,"France",191
"5451",2019-06-28,"Germany",231
"5452",2019-06-28,"Italy",174
"5453",2019-06-28,"Poland",80
"5454",2019-06-28,"Spain",145
"5455",2019-06-29,"Belgium",256
"5456",2019-06-29,"France",220
"5457",2019-06-29,"Germany",244
"5458",2019-06-29,"Italy",186
"5459",2019-06-29,"Poland",86
"5460",2019-06-29,"Spain",159
"5461",2019-06-30,"Belgium",267
"5462",2019-06-30,"France",232
"5463",2019-06-30,"Germany",265
"5464",2019-06-30,"Italy",191
"5465",2019-06-30,"Poland",91
"5466",2019-06-30,"Spain",172
"5467",2019-07-01,"Belgium",222
"5468",2019-07-01,"France",193
"5469",2019-07-01,"Germany",217
"5470",2019-07-01,"Italy",155
"5471",2019-07-01,"Poland",70
"5472",2019-07-01,"Spain",143
"5473",2019-07-02,"Belgium",214
"5474",2019-07-02,"France",187
"5475",2019-07-02,"Germany",225
"5476",2019-07-02,"Italy",154
"5477",2019-07-02,"Poland",71
"5478",2019-07-02,"Spain",136
"5479",2019-07-03,"Belgium",222
"5480",2019-07-03,"France",188
"5481",2019-07-03,"Germany",218
"5482",2019-07-03,"Italy",155
"5483",2019-07-03,"Poland",74
"5484",2019-07-03,"Spain",141
"5485",2019-07-04,"Belgium",214
"5486",2019-07-04,"France",183
"5487",2019-07-04,"Germany",217
"5488",2019-07-04,"Italy",158
"5489",2019-07-04,"Poland",72
"5490",2019-07-04,"Spain",137
"5491",2019-07-05,"Belgium",234
"5492",2019-07-05,"France",200
"5493",2019-07-05,"Germany",224
"5494",2019-07-05,"Italy",163
"5495",2019-07-05,"Poland",78
"5496",2019-07-05,"Spain",145
"5497",2019-07-06,"Belgium",251
"5498",2019-07-06,"France",212
"5499",2019-07-06,"Germany",259
"5500",2019-07-06,"Italy",179
"5501",2019-07-06,"Poland",86
"5502",2019-07-06,"Spain",157
"5503",2019-07-07,"Belgium",261
"5504",2019-07-07,"France",227
"5505",2019-07-07,"Germany",264
"5506",2019-07-07,"Italy",185
"5507",2019-07-07,"Poland",86
"5508",2019-07-07,"Spain",167
"5509",2019-07-08,"Belgium",208
"5510",2019-07-08,"France",187
"5511",2019-07-08,"Germany",217
"5512",2019-07-08,"Italy",152
"5513",2019-07-08,"Poland",74
"5514",2019-07-08,"Spain",132
"5515",2019-07-09,"Belgium",214
"5516",2019-07-09,"France",185
"5517",2019-07-09,"Germany",215
"5518",2019-07-09,"Italy",156
"5519",2019-07-09,"Poland",73
"5520",2019-07-09,"Spain",137
"5521",2019-07-10,"Belgium",218
"5522",2019-07-10,"France",184
"5523",2019-07-10,"Germany",217
"5524",2019-07-10,"Italy",160
"5525",2019-07-10,"Poland",73
"5526",2019-07-10,"Spain",137
"5527",2019-07-11,"Belgium",218
"5528",2019-07-11,"France",180
"5529",2019-07-11,"Germany",220
"5530",2019-07-11,"Italy",156
"5531",2019-07-11,"Poland",72
"5532",2019-07-11,"Spain",137
"5533",2019-07-12,"Belgium",230
"5534",2019-07-12,"France",206
"5535",2019-07-12,"Germany",221
"5536",2019-07-12,"Italy",167
"5537",2019-07-12,"Poland",76
"5538",2019-07-12,"Spain",142
"5539",2019-07-13,"Belgium",254
"5540",2019-07-13,"France",206
"5541",2019-07-13,"Germany",243
"5542",2019-07-13,"Italy",177
"5543",2019-07-13,"Poland",82
"5544",2019-07-13,"Spain",158
"5545",2019-07-14,"Belgium",261
"5546",2019-07-14,"France",225
"5547",2019-07-14,"Germany",257
"5548",2019-07-14,"Italy",190
"5549",2019-07-14,"Poland",85
"5550",2019-07-14,"Spain",166
"5551",2019-07-15,"Belgium",220
"5552",2019-07-15,"France",190
"5553",2019-07-15,"Germany",218
"5554",2019-07-15,"Italy",155
"5555",2019-07-15,"Poland",72
"5556",2019-07-15,"Spain",138
"5557",2019-07-16,"Belgium",217
"5558",2019-07-16,"France",196
"5559",2019-07-16,"Germany",213
"5560",2019-07-16,"Italy",160
"5561",2019-07-16,"Poland",76
"5562",2019-07-16,"Spain",136
"5563",2019-07-17,"Belgium",216
"5564",2019-07-17,"France",211
"5565",2019-07-17,"Germany",213
"5566",2019-07-17,"Italy",159
"5567",2019-07-17,"Poland",72
"5568",2019-07-17,"Spain",141
"5569",2019-07-18,"Belgium",220
"5570",2019-07-18,"France",207
"5571",2019-07-18,"Germany",207
"5572",2019-07-18,"Italy",155
"5573",2019-07-18,"Poland",73
"5574",2019-07-18,"Spain",138
"5575",2019-07-19,"Belgium",228
"5576",2019-07-19,"France",226
"5577",2019-07-19,"Germany",223
"5578",2019-07-19,"Italy",163
"5579",2019-07-19,"Poland",76
"5580",2019-07-19,"Spain",147
"5581",2019-07-20,"Belgium",243
"5582",2019-07-20,"France",234
"5583",2019-07-20,"Germany",244
"5584",2019-07-20,"Italy",178
"5585",2019-07-20,"Poland",85
"5586",2019-07-20,"Spain",156
"5587",2019-07-21,"Belgium",259
"5588",2019-07-21,"France",234
"5589",2019-07-21,"Germany",261
"5590",2019-07-21,"Italy",188
"5591",2019-07-21,"Poland",85
"5592",2019-07-21,"Spain",166
"5593",2019-07-22,"Belgium",215
"5594",2019-07-22,"France",188
"5595",2019-07-22,"Germany",216
"5596",2019-07-22,"Italy",162
"5597",2019-07-22,"Poland",70
"5598",2019-07-22,"Spain",133
"5599",2019-07-23,"Belgium",228
"5600",2019-07-23,"France",187
"5601",2019-07-23,"Germany",204
"5602",2019-07-23,"Italy",156
"5603",2019-07-23,"Poland",73
"5604",2019-07-23,"Spain",140
"5605",2019-07-24,"Belgium",232
"5606",2019-07-24,"France",192
"5607",2019-07-24,"Germany",213
"5608",2019-07-24,"Italy",152
"5609",2019-07-24,"Poland",77
"5610",2019-07-24,"Spain",138
"5611",2019-07-25,"Belgium",246
"5612",2019-07-25,"France",185
"5613",2019-07-25,"Germany",207
"5614",2019-07-25,"Italy",156
"5615",2019-07-25,"Poland",74
"5616",2019-07-25,"Spain",140
"5617",2019-07-26,"Belgium",259
"5618",2019-07-26,"France",192
"5619",2019-07-26,"Germany",233
"5620",2019-07-26,"Italy",165
"5621",2019-07-26,"Poland",73
"5622",2019-07-26,"Spain",140
"5623",2019-07-27,"Belgium",270
"5624",2019-07-27,"France",218
"5625",2019-07-27,"Germany",248
"5626",2019-07-27,"Italy",180
"5627",2019-07-27,"Poland",83
"5628",2019-07-27,"Spain",157
"5629",2019-07-28,"Belgium",270
"5630",2019-07-28,"France",230
"5631",2019-07-28,"Germany",262
"5632",2019-07-28,"Italy",188
"5633",2019-07-28,"Poland",89
"5634",2019-07-28,"Spain",166
"5635",2019-07-29,"Belgium",225
"5636",2019-07-29,"France",190
"5637",2019-07-29,"Germany",206
"5638",2019-07-29,"Italy",154
"5639",2019-07-29,"Poland",71
"5640",2019-07-29,"Spain",135
"5641",2019-07-30,"Belgium",214
"5642",2019-07-30,"France",184
"5643",2019-07-30,"Germany",215
"5644",2019-07-30,"Italy",152
"5645",2019-07-30,"Poland",73
"5646",2019-07-30,"Spain",136
"5647",2019-07-31,"Belgium",215
"5648",2019-07-31,"France",186
"5649",2019-07-31,"Germany",217
"5650",2019-07-31,"Italy",156
"5651",2019-07-31,"Poland",72
"5652",2019-07-31,"Spain",137
"5653",2019-08-01,"Belgium",209
"5654",2019-08-01,"France",190
"5655",2019-08-01,"Germany",219
"5656",2019-08-01,"Italy",158
"5657",2019-08-01,"Poland",71
"5658",2019-08-01,"Spain",136
"5659",2019-08-02,"Belgium",227
"5660",2019-08-02,"France",195
"5661",2019-08-02,"Germany",221
"5662",2019-08-02,"Italy",160
"5663",2019-08-02,"Poland",73
"5664",2019-08-02,"Spain",146
"5665",2019-08-03,"Belgium",250
"5666",2019-08-03,"France",211
"5667",2019-08-03,"Germany",246
"5668",2019-08-03,"Italy",177
"5669",2019-08-03,"Poland",81
"5670",2019-08-03,"Spain",151
"5671",2019-08-04,"Belgium",258
"5672",2019-08-04,"France",220
"5673",2019-08-04,"Germany",262
"5674",2019-08-04,"Italy",185
"5675",2019-08-04,"Poland",86
"5676",2019-08-04,"Spain",163
"5677",2019-08-05,"Belgium",219
"5678",2019-08-05,"France",186
"5679",2019-08-05,"Germany",215
"5680",2019-08-05,"Italy",159
"5681",2019-08-05,"Poland",73
"5682",2019-08-05,"Spain",140
"5683",2019-08-06,"Belgium",211
"5684",2019-08-06,"France",179
"5685",2019-08-06,"Germany",210
"5686",2019-08-06,"Italy",156
"5687",2019-08-06,"Poland",72
"5688",2019-08-06,"Spain",139
"5689",2019-08-07,"Belgium",213
"5690",2019-08-07,"France",186
"5691",2019-08-07,"Germany",218
"5692",2019-08-07,"Italy",157
"5693",2019-08-07,"Poland",72
"5694",2019-08-07,"Spain",137
"5695",2019-08-08,"Belgium",220
"5696",2019-08-08,"France",183
"5697",2019-08-08,"Germany",216
"5698",2019-08-08,"Italy",155
"5699",2019-08-08,"Poland",72
"5700",2019-08-08,"Spain",140
"5701",2019-08-09,"Belgium",227
"5702",2019-08-09,"France",199
"5703",2019-08-09,"Germany",228
"5704",2019-08-09,"Italy",162
"5705",2019-08-09,"Poland",76
"5706",2019-08-09,"Spain",144
"5707",2019-08-10,"Belgium",240
"5708",2019-08-10,"France",217
"5709",2019-08-10,"Germany",250
"5710",2019-08-10,"Italy",172
"5711",2019-08-10,"Poland",83
"5712",2019-08-10,"Spain",156
"5713",2019-08-11,"Belgium",259
"5714",2019-08-11,"France",220
"5715",2019-08-11,"Germany",253
"5716",2019-08-11,"Italy",194
"5717",2019-08-11,"Poland",86
"5718",2019-08-11,"Spain",163
"5719",2019-08-12,"Belgium",218
"5720",2019-08-12,"France",186
"5721",2019-08-12,"Germany",211
"5722",2019-08-12,"Italy",158
"5723",2019-08-12,"Poland",72
"5724",2019-08-12,"Spain",137
"5725",2019-08-13,"Belgium",213
"5726",2019-08-13,"France",186
"5727",2019-08-13,"Germany",213
"5728",2019-08-13,"Italy",155
"5729",2019-08-13,"Poland",72
"5730",2019-08-13,"Spain",134
"5731",2019-08-14,"Belgium",203
"5732",2019-08-14,"France",183
"5733",2019-08-14,"Germany",222
"5734",2019-08-14,"Italy",158
"5735",2019-08-14,"Poland",72
"5736",2019-08-14,"Spain",135
"5737",2019-08-15,"Belgium",218
"5738",2019-08-15,"France",186
"5739",2019-08-15,"Germany",220
"5740",2019-08-15,"Italy",151
"5741",2019-08-15,"Poland",75
"5742",2019-08-15,"Spain",137
"5743",2019-08-16,"Belgium",230
"5744",2019-08-16,"France",202
"5745",2019-08-16,"Germany",225
"5746",2019-08-16,"Italy",170
"5747",2019-08-16,"Poland",78
"5748",2019-08-16,"Spain",146
"5749",2019-08-17,"Belgium",260
"5750",2019-08-17,"France",223
"5751",2019-08-17,"Germany",244
"5752",2019-08-17,"Italy",197
"5753",2019-08-17,"Poland",85
"5754",2019-08-17,"Spain",164
"5755",2019-08-18,"Belgium",287
"5756",2019-08-18,"France",241
"5757",2019-08-18,"Germany",252
"5758",2019-08-18,"Italy",202
"5759",2019-08-18,"Poland",97
"5760",2019-08-18,"Spain",179
"5761",2019-08-19,"Belgium",239
"5762",2019-08-19,"France",212
"5763",2019-08-19,"Germany",222
"5764",2019-08-19,"Italy",172
"5765",2019-08-19,"Poland",80
"5766",2019-08-19,"Spain",155
"5767",2019-08-20,"Belgium",242
"5768",2019-08-20,"France",208
"5769",2019-08-20,"Germany",218
"5770",2019-08-20,"Italy",176
"5771",2019-08-20,"Poland",83
"5772",2019-08-20,"Spain",150
"5773",2019-08-21,"Belgium",242
"5774",2019-08-21,"France",204
"5775",2019-08-21,"Germany",215
"5776",2019-08-21,"Italy",160
"5777",2019-08-21,"Poland",81
"5778",2019-08-21,"Spain",149
"5779",2019-08-22,"Belgium",228
"5780",2019-08-22,"France",192
"5781",2019-08-22,"Germany",213
"5782",2019-08-22,"Italy",164
"5783",2019-08-22,"Poland",75
"5784",2019-08-22,"Spain",145
"5785",2019-08-23,"Belgium",234
"5786",2019-08-23,"France",198
"5787",2019-08-23,"Germany",222
"5788",2019-08-23,"Italy",169
"5789",2019-08-23,"Poland",79
"5790",2019-08-23,"Spain",149
"5791",2019-08-24,"Belgium",252
"5792",2019-08-24,"France",219
"5793",2019-08-24,"Germany",241
"5794",2019-08-24,"Italy",182
"5795",2019-08-24,"Poland",85
"5796",2019-08-24,"Spain",161
"5797",2019-08-25,"Belgium",254
"5798",2019-08-25,"France",228
"5799",2019-08-25,"Germany",252
"5800",2019-08-25,"Italy",186
"5801",2019-08-25,"Poland",84
"5802",2019-08-25,"Spain",159
"5803",2019-08-26,"Belgium",212
"5804",2019-08-26,"France",187
"5805",2019-08-26,"Germany",206
"5806",2019-08-26,"Italy",156
"5807",2019-08-26,"Poland",73
"5808",2019-08-26,"Spain",139
"5809",2019-08-27,"Belgium",216
"5810",2019-08-27,"France",183
"5811",2019-08-27,"Germany",209
"5812",2019-08-27,"Italy",148
"5813",2019-08-27,"Poland",73
"5814",2019-08-27,"Spain",138
"5815",2019-08-28,"Belgium",210
"5816",2019-08-28,"France",182
"5817",2019-08-28,"Germany",215
"5818",2019-08-28,"Italy",158
"5819",2019-08-28,"Poland",72
"5820",2019-08-28,"Spain",140
"5821",2019-08-29,"Belgium",216
"5822",2019-08-29,"France",191
"5823",2019-08-29,"Germany",224
"5824",2019-08-29,"Italy",155
"5825",2019-08-29,"Poland",72
"5826",2019-08-29,"Spain",135
"5827",2019-08-30,"Belgium",226
"5828",2019-08-30,"France",196
"5829",2019-08-30,"Germany",222
"5830",2019-08-30,"Italy",158
"5831",2019-08-30,"Poland",75
"5832",2019-08-30,"Spain",140
"5833",2019-08-31,"Belgium",245
"5834",2019-08-31,"France",216
"5835",2019-08-31,"Germany",249
"5836",2019-08-31,"Italy",178
"5837",2019-08-31,"Poland",82
"5838",2019-08-31,"Spain",155
"5839",2019-09-01,"Belgium",261
"5840",2019-09-01,"France",219
"5841",2019-09-01,"Germany",257
"5842",2019-09-01,"Italy",187
"5843",2019-09-01,"Poland",90
"5844",2019-09-01,"Spain",166
"5845",2019-09-02,"Belgium",213
"5846",2019-09-02,"France",185
"5847",2019-09-02,"Germany",212
"5848",2019-09-02,"Italy",156
"5849",2019-09-02,"Poland",71
"5850",2019-09-02,"Spain",132
"5851",2019-09-03,"Belgium",216
"5852",2019-09-03,"France",183
"5853",2019-09-03,"Germany",215
"5854",2019-09-03,"Italy",153
"5855",2019-09-03,"Poland",70
"5856",2019-09-03,"Spain",138
"5857",2019-09-04,"Belgium",216
"5858",2019-09-04,"France",184
"5859",2019-09-04,"Germany",219
"5860",2019-09-04,"Italy",155
"5861",2019-09-04,"Poland",71
"5862",2019-09-04,"Spain",135
"5863",2019-09-05,"Belgium",220
"5864",2019-09-05,"France",196
"5865",2019-09-05,"Germany",221
"5866",2019-09-05,"Italy",157
"5867",2019-09-05,"Poland",72
"5868",2019-09-05,"Spain",137
"5869",2019-09-06,"Belgium",232
"5870",2019-09-06,"France",196
"5871",2019-09-06,"Germany",226
"5872",2019-09-06,"Italy",160
"5873",2019-09-06,"Poland",74
"5874",2019-09-06,"Spain",143
"5875",2019-09-07,"Belgium",247
"5876",2019-09-07,"France",210
"5877",2019-09-07,"Germany",242
"5878",2019-09-07,"Italy",183
"5879",2019-09-07,"Poland",81
"5880",2019-09-07,"Spain",158
"5881",2019-09-08,"Belgium",251
"5882",2019-09-08,"France",232
"5883",2019-09-08,"Germany",246
"5884",2019-09-08,"Italy",186
"5885",2019-09-08,"Poland",88
"5886",2019-09-08,"Spain",162
"5887",2019-09-09,"Belgium",213
"5888",2019-09-09,"France",182
"5889",2019-09-09,"Germany",206
"5890",2019-09-09,"Italy",152
"5891",2019-09-09,"Poland",72
"5892",2019-09-09,"Spain",135
"5893",2019-09-10,"Belgium",214
"5894",2019-09-10,"France",188
"5895",2019-09-10,"Germany",215
"5896",2019-09-10,"Italy",157
"5897",2019-09-10,"Poland",72
"5898",2019-09-10,"Spain",138
"5899",2019-09-11,"Belgium",212
"5900",2019-09-11,"France",187
"5901",2019-09-11,"Germany",221
"5902",2019-09-11,"Italy",155
"5903",2019-09-11,"Poland",72
"5904",2019-09-11,"Spain",135
"5905",2019-09-12,"Belgium",214
"5906",2019-09-12,"France",186
"5907",2019-09-12,"Germany",215
"5908",2019-09-12,"Italy",151
"5909",2019-09-12,"Poland",74
"5910",2019-09-12,"Spain",138
"5911",2019-09-13,"Belgium",218
"5912",2019-09-13,"France",198
"5913",2019-09-13,"Germany",231
"5914",2019-09-13,"Italy",166
"5915",2019-09-13,"Poland",77
"5916",2019-09-13,"Spain",144
"5917",2019-09-14,"Belgium",245
"5918",2019-09-14,"France",226
"5919",2019-09-14,"Germany",249
"5920",2019-09-14,"Italy",178
"5921",2019-09-14,"Poland",84
"5922",2019-09-14,"Spain",156
"5923",2019-09-15,"Belgium",250
"5924",2019-09-15,"France",221
"5925",2019-09-15,"Germany",270
"5926",2019-09-15,"Italy",184
"5927",2019-09-15,"Poland",87
"5928",2019-09-15,"Spain",167
"5929",2019-09-16,"Belgium",218
"5930",2019-09-16,"France",188
"5931",2019-09-16,"Germany",218
"5932",2019-09-16,"Italy",160
"5933",2019-09-16,"Poland",75
"5934",2019-09-16,"Spain",142
"5935",2019-09-17,"Belgium",217
"5936",2019-09-17,"France",188
"5937",2019-09-17,"Germany",219
"5938",2019-09-17,"Italy",159
"5939",2019-09-17,"Poland",70
"5940",2019-09-17,"Spain",142
"5941",2019-09-18,"Belgium",219
"5942",2019-09-18,"France",188
"5943",2019-09-18,"Germany",212
"5944",2019-09-18,"Italy",159
"5945",2019-09-18,"Poland",75
"5946",2019-09-18,"Spain",135
"5947",2019-09-19,"Belgium",219
"5948",2019-09-19,"France",185
"5949",2019-09-19,"Germany",220
"5950",2019-09-19,"Italy",158
"5951",2019-09-19,"Poland",72
"5952",2019-09-19,"Spain",139
"5953",2019-09-20,"Belgium",226
"5954",2019-09-20,"France",197
"5955",2019-09-20,"Germany",224
"5956",2019-09-20,"Italy",163
"5957",2019-09-20,"Poland",77
"5958",2019-09-20,"Spain",146
"5959",2019-09-21,"Belgium",255
"5960",2019-09-21,"France",214
"5961",2019-09-21,"Germany",250
"5962",2019-09-21,"Italy",177
"5963",2019-09-21,"Poland",83
"5964",2019-09-21,"Spain",159
"5965",2019-09-22,"Belgium",264
"5966",2019-09-22,"France",228
"5967",2019-09-22,"Germany",264
"5968",2019-09-22,"Italy",184
"5969",2019-09-22,"Poland",90
"5970",2019-09-22,"Spain",162
"5971",2019-09-23,"Belgium",218
"5972",2019-09-23,"France",188
"5973",2019-09-23,"Germany",212
"5974",2019-09-23,"Italy",154
"5975",2019-09-23,"Poland",72
"5976",2019-09-23,"Spain",138
"5977",2019-09-24,"Belgium",216
"5978",2019-09-24,"France",190
"5979",2019-09-24,"Germany",220
"5980",2019-09-24,"Italy",157
"5981",2019-09-24,"Poland",72
"5982",2019-09-24,"Spain",136
"5983",2019-09-25,"Belgium",222
"5984",2019-09-25,"France",190
"5985",2019-09-25,"Germany",207
"5986",2019-09-25,"Italy",161
"5987",2019-09-25,"Poland",72
"5988",2019-09-25,"Spain",141
"5989",2019-09-26,"Belgium",210
"5990",2019-09-26,"France",186
"5991",2019-09-26,"Germany",215
"5992",2019-09-26,"Italy",156
"5993",2019-09-26,"Poland",70
"5994",2019-09-26,"Spain",136
"5995",2019-09-27,"Belgium",229
"5996",2019-09-27,"France",197
"5997",2019-09-27,"Germany",232
"5998",2019-09-27,"Italy",167
"5999",2019-09-27,"Poland",78
"6000",2019-09-27,"Spain",148
"6001",2019-09-28,"Belgium",252
"6002",2019-09-28,"France",216
"6003",2019-09-28,"Germany",262
"6004",2019-09-28,"Italy",186
"6005",2019-09-28,"Poland",82
"6006",2019-09-28,"Spain",162
"6007",2019-09-29,"Belgium",260
"6008",2019-09-29,"France",225
"6009",2019-09-29,"Germany",257
"6010",2019-09-29,"Italy",189
"6011",2019-09-29,"Poland",90
"6012",2019-09-29,"Spain",160
"6013",2019-09-30,"Belgium",217
"6014",2019-09-30,"France",186
"6015",2019-09-30,"Germany",213
"6016",2019-09-30,"Italy",159
"6017",2019-09-30,"Poland",72
"6018",2019-09-30,"Spain",133
"6019",2019-10-01,"Belgium",223
"6020",2019-10-01,"France",186
"6021",2019-10-01,"Germany",214
"6022",2019-10-01,"Italy",162
"6023",2019-10-01,"Poland",72
"6024",2019-10-01,"Spain",136
"6025",2019-10-02,"Belgium",215
"6026",2019-10-02,"France",188
"6027",2019-10-02,"Germany",216
"6028",2019-10-02,"Italy",155
"6029",2019-10-02,"Poland",72
"6030",2019-10-02,"Spain",132
"6031",2019-10-03,"Belgium",219
"6032",2019-10-03,"France",188
"6033",2019-10-03,"Germany",224
"6034",2019-10-03,"Italy",157
"6035",2019-10-03,"Poland",70
"6036",2019-10-03,"Spain",138
"6037",2019-10-04,"Belgium",234
"6038",2019-10-04,"France",195
"6039",2019-10-04,"Germany",234
"6040",2019-10-04,"Italy",160
"6041",2019-10-04,"Poland",78
"6042",2019-10-04,"Spain",141
"6043",2019-10-05,"Belgium",247
"6044",2019-10-05,"France",212
"6045",2019-10-05,"Germany",267
"6046",2019-10-05,"Italy",176
"6047",2019-10-05,"Poland",86
"6048",2019-10-05,"Spain",162
"6049",2019-10-06,"Belgium",260
"6050",2019-10-06,"France",231
"6051",2019-10-06,"Germany",286
"6052",2019-10-06,"Italy",184
"6053",2019-10-06,"Poland",88
"6054",2019-10-06,"Spain",164
"6055",2019-10-07,"Belgium",210
"6056",2019-10-07,"France",191
"6057",2019-10-07,"Germany",251
"6058",2019-10-07,"Italy",158
"6059",2019-10-07,"Poland",75
"6060",2019-10-07,"Spain",138
"6061",2019-10-08,"Belgium",218
"6062",2019-10-08,"France",191
"6063",2019-10-08,"Germany",245
"6064",2019-10-08,"Italy",157
"6065",2019-10-08,"Poland",72
"6066",2019-10-08,"Spain",133
"6067",2019-10-09,"Belgium",216
"6068",2019-10-09,"France",189
"6069",2019-10-09,"Germany",240
"6070",2019-10-09,"Italy",157
"6071",2019-10-09,"Poland",72
"6072",2019-10-09,"Spain",137
"6073",2019-10-10,"Belgium",214
"6074",2019-10-10,"France",184
"6075",2019-10-10,"Germany",232
"6076",2019-10-10,"Italy",156
"6077",2019-10-10,"Poland",72
"6078",2019-10-10,"Spain",141
"6079",2019-10-11,"Belgium",229
"6080",2019-10-11,"France",193
"6081",2019-10-11,"Germany",232
"6082",2019-10-11,"Italy",169
"6083",2019-10-11,"Poland",76
"6084",2019-10-11,"Spain",142
"6085",2019-10-12,"Belgium",252
"6086",2019-10-12,"France",213
"6087",2019-10-12,"Germany",251
"6088",2019-10-12,"Italy",177
